40,40
0,0,0,0,0,0,0,5,5,10,10,20,20,40,40,20,20,15,10,3,3,3,3,3,3,3,3,3,3,3,3,10,18,24,30,75,75,75,75,45,0
0,0,0,0,0,0,0,5,10,20,20,30,40,60,60,40,30,15,10,3,3,3,3,3,3,3,3,3,3,4,4,20,28,36,45,90,90,90,90,60,15
0,0,0,0,0,0,0,5,10,20,30,40,65,80,80,60,40,15,10,3,3,3,3,3,3,3,3,4,4,5,5,30,38,48,60,105,105,105,105,75,30
0,0,0,0,0,0,0,5,10,30,40,50,65,100,100,60,40,15,10,3,3,3,3,3,3,3,3,4,6,6,6,40,48,60,75,120,120,120,120,90,45
0,0,0,0,0,0,0,5,10,30,40,65,65,120,120,60,40,15,10,3,3,3,3,3,3,3,3,6,9,9,7,50,58,72,90,135,135,135,135,105,60
0,0,0,0,0,0,0,5,10,30,40,65,65,140,140,60,40,15,10,3,3,3,3,3,3,3,3,6,9,9,8,60,68,84,105,150,150,150,150,120,75
0,0,0,0,0,0,0,5,10,30,60,65,95,160,160,80,40,15,10,3,3,3,3,3,3,3,3,5,7,7,9,70,78,96,120,165,165,165,165,135,90
0,0,0,0,0,0,0,5,10,30,60,65,95,180,180,110,40,15,10,3,3,3,3,5,5,5,5,5,5,6,10,80,88,108,135,180,180,180,180,150,105
0,0,0,0,0,0,0,5,10,30,60,85,105,198,200,110,40,15,10,3,3,3,3,5,7,7,7,7,7,7,10,85,98,120,150,195,195,195,195,165,120
0,0,0,0,0,0,0,5,10,30,60,85,105,220,220,110,40,15,10,3,3,3,3,5,7,7,7,7,7,7,10,85,108,132,165,210,210,210,210,180,135
0,0,0,0,0,0,0,5,10,30,60,85,140,230,235,150,80,15,10,3,3,3,3,5,7,7,7,7,7,7,10,85,118,144,180,225,225,225,225,195,150
0,0,0,0,0,0,0,5,10,30,60,85,140,250,250,150,80,15,10,3,3,3,3,5,7,7,7,7,7,7,10,85,128,156,195,240,240,240,240,210,165
0,0,0,0,0,0,0,5,10,30,60,113,180,240,240,150,80,15,10,3,3,3,3,5,7,7,7,7,7,7,10,85,138,168,210,240,240,240,240,225,180
0,0,0,0,0,0,0,5,10,30,60,113,180,230,230,150,80,15,10,3,3,3,3,5,7,7,7,7,7,7,10,85,148,180,225,240,240,240,240,240,195
0,0,0,0,0,0,0,5,10,30,80,113,180,220,220,150,80,15,10,3,3,3,3,5,7,7,7,7,7,7,10,85,158,192,240,240,240,240,240,240,210
0,0,0,0,0,0,0,5,10,30,80,113,180,210,210,150,80,15,10,3,3,3,3,5,7,7,7,7,7,7,10,85,168,204,240,240,240,240,240,240,225
0,0,0,0,0,0,0,5,10,30,80,113,160,200,200,120,40,15,10,3,3,3,3,5,7,7,7,7,7,7,10,90,178,216,240,240,240,240,240,240,240
0,0,0,0,0,0,0,5,10,30,80,80,160,190,190,120,40,15,10,3,3,3,3,5,5,5,5,5,5,6,10,105,188,228,240,240,240,240,240,240,240
0,0,0,0,0,0,0,5,10,30,80,80,160,180,180,120,40,15,10,3,3,3,3,3,3,3,3,8,8,10,20,105,198,240,240,240,240,240,240,240,240
0,0,0,0,0,0,0,5,10,30,60,80,160,160,160,120,40,15,10,3,3,3,3,3,3,3,3,11,11,14,20,105,208,240,240,240,240,240,240,240,240
0,0,0,0,0,0,0,5,10,30,60,80,140,140,140,100,40,15,10,3,3,3,3,3,3,3,3,14,14,18,20,105,218,240,240,240,240,240,240,240,240
0,0,0,0,0,0,0,5,10,30,60,80,120,120,120,100,40,15,10,3,3,3,3,3,3,3,3,17,17,19,20,105,228,240,240,240,240,240,240,240,240
0,0,0,0,0,0,0,5,10,30,60,80,100,100,100,80,40,15,10,3,3,3,3,3,3,3,3,20,20,20,20,105,238,240,240,240,240,240,240,240,240
0,0,0,0,0,0,0,5,10,30,60,80,80,80,80,80,40,15,10,3,3,3,3,3,3,3,3,23,23,50,50,123,228,240,240,240,240,240,240,240,240
0,0,0,0,0,0,0,5,10,30,60,60,60,60,60,60,40,15,10,3,3,3,3,3,3,3,3,40,80,100,100,123,218,225,240,240,240,240,240,240,240
0,0,0,0,0,0,0,5,10,30,40,40,40,40,40,40,40,15,10,3,3,3,3,3,3,3,3,40,100,109,115,123,200,210,240,240,240,240,240,240,240
0,0,0,0,0,0,0,5,10,10,10,10,10,10,10,10,10,15,10,3,3,3,3,3,3,3,3,40,100,110,118,123,182,195,240,240,240,240,240,240,224
0,0,0,0,0,0,0,0,5,10,7,7,7,7,12,12,12,15,10,3,3,3,3,3,3,3,3,40,100,111,121,123,164,180,240,240,240,240,240,240,208
0,0,0,0,0,0,0,0,0,5,7,14,21,28,35,42,20,15,10,3,3,3,3,3,3,3,3,40,100,112,124,123,146,165,222,240,240,240,240,240,192
0,0,0,0,0,0,0,0,0,0,5,20,40,40,40,40,30,15,10,3,3,3,3,3,3,3,3,40,100,113,127,123,128,150,204,240,240,240,240,222,176
1,1,1,1,1,1,0,0,0,0,0,5,15,30,50,60,40,15,10,3,3,3,3,3,3,3,3,40,100,114,117,123,110,135,186,240,240,240,240,204,160
7,7,7,7,7,7,1,0,0,0,0,0,5,15,30,40,35,15,10,3,3,3,3,3,3,3,3,40,100,114,110,92,92,120,168,220,220,220,220,186,144
23,23,23,23,23,23,7,1,0,0,0,0,0,5,20,20,30,15,10,3,3,3,3,3,3,3,3,40,100,108,108,74,74,105,150,200,200,200,200,168,128
23,23,23,23,23,23,7,1,0,0,0,0,0,0,5,10,20,15,10,3,3,3,3,3,3,3,3,40,100,100,100,56,56,90,132,180,180,180,180,150,112
23,23,23,23,23,23,7,1,0,0,0,0,0,0,0,5,10,15,10,3,3,3,3,3,3,3,3,40,80,80,80,38,38,75,114,160,160,160,160,132,96
23,23,23,23,23,23,7,1,0,0,0,0,0,0,0,0,5,10,10,3,3,3,3,3,3,3,3,20,20,20,20,20,20,60,96,140,140,140,140,114,80
23,23,23,23,23,23,7,1,0,0,0,0,0,0,0,0,0,5,5,3,3,3,3,3,3,3,3,10,10,10,10,10,10,45,78,120,120,120,120,96,64
23,23,23,23,23,23,7,1,0,0,0,0,0,0,0,0,0,0,5,3,3,3,3,3,3,3,3,5,5,5,5,5,5,30,60,100,100,100,100,78,48
23,23,23,23,23,23,7,1,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,42,80,80,80,80,60,32
23,23,23,23,23,23,7,1,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,60,60,60,60,42,16
23,23,23,23,23,23,7,1,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,40,40,40,40,22,0
